case;event;time
23;Accepted-In Progress;04.08.2011-15:04:01
23;Queued-Awaiting Assignment;04.08.2011-15:14:33
23;Accepted-In Progress;04.08.2011-15:20:52
23;Queued-Awaiting Assignment;04.08.2011-15:26:53
23;Accepted-In Progress;16.08.2011-15:43:23
23;Accepted-Wait - Implementation;14.03.2012-15:44:27
23;Accepted-In Progress;04.05.2012-07:37:15
23;Completed-Resolved;04.05.2012-07:38:06
23;Completed-Closed;11.05.2012-23:21:27
24;Accepted-In Progress;16.08.2011-09:20:48
24;Accepted-In Progress;16.08.2011-09:21:07
24;Accepted-Wait - User;16.08.2011-09:21:44
24;Queued-Awaiting Assignment;16.08.2011-12:40:27
24;Queued-Awaiting Assignment;16.08.2011-12:40:28
24;Accepted-In Progress;16.08.2011-13:21:08
24;Queued-Awaiting Assignment;16.08.2011-13:26:29
24;Accepted-In Progress;16.08.2011-13:32:30
24;Accepted-Wait - User;16.08.2011-13:35:13
24;Queued-Awaiting Assignment;16.08.2011-13:50:48
24;Accepted-In Progress;16.08.2011-14:35:43
24;Queued-Awaiting Assignment;16.08.2011-14:36:11
24;Queued-Awaiting Assignment;16.08.2011-14:36:12
24;Accepted-In Progress;16.08.2011-14:39:52
24;Accepted-Wait;16.08.2011-14:39:58
24;Accepted-Wait - User;17.08.2011-06:17:53
24;Queued-Awaiting Assignment;18.08.2011-12:12:11
24;Accepted-In Progress;18.08.2011-12:12:15
24;Queued-Awaiting Assignment;18.08.2011-12:13:28
24;Accepted-In Progress;19.08.2011-10:41:09
24;Accepted-Wait;19.08.2011-10:41:15
24;Queued-Awaiting Assignment;05.09.2011-10:28:51
24;Accepted-In Progress;26.09.2011-15:22:04
24;Accepted-Wait - Implementation;14.03.2012-15:46:45
24;Accepted-In Progress;04.05.2012-07:39:49
24;Completed-Resolved;04.05.2012-07:41:26
24;Completed-Closed;11.05.2012-23:21:26
25;Accepted-In Progress;19.08.2011-10:09:56
25;Accepted-In Progress;19.08.2011-10:11:11
25;Queued-Awaiting Assignment;19.08.2011-10:12:40
25;Accepted-In Progress;19.08.2011-11:23:13
25;Queued-Awaiting Assignment;19.08.2011-11:24:05
25;Queued-Awaiting Assignment;19.08.2011-11:24:06
25;Accepted-In Progress;19.08.2011-11:58:45
25;Accepted-Assigned;19.08.2011-11:58:52
25;Accepted-In Progress;19.08.2011-14:04:49
25;Accepted-Wait - User;19.08.2011-14:05:46
25;Queued-Awaiting Assignment;19.08.2011-14:26:44
25;Accepted-In Progress;19.08.2011-15:16:41
25;Queued-Awaiting Assignment;19.08.2011-15:17:50
25;Accepted-In Progress;19.08.2011-16:17:21
25;Queued-Awaiting Assignment;19.08.2011-16:18:24
25;Accepted-In Progress;26.09.2011-15:20:30
25;Accepted-Wait - Implementation;14.03.2012-15:51:16
25;Accepted-In Progress;04.05.2012-07:42:22
25;Completed-Resolved;04.05.2012-07:43:01
25;Completed-Closed;07.05.2012-23:22:09
26;Queued-Awaiting Assignment;22.08.2011-13:54:38
26;Queued-Awaiting Assignment;22.08.2011-13:57:40
26;Accepted-In Progress;22.08.2011-14:52:00
26;Queued-Awaiting Assignment;26.08.2011-14:52:15
26;Accepted-In Progress;26.08.2011-14:59:01
26;Accepted-Wait - User;26.08.2011-15:12:50
26;Accepted-In Progress;26.08.2011-15:40:31
26;Queued-Awaiting Assignment;26.08.2011-15:43:11
26;Accepted-In Progress;29.08.2011-06:12:35
26;Queued-Awaiting Assignment;29.08.2011-06:13:48
26;Accepted-In Progress;29.08.2011-12:03:12
26;Queued-Awaiting Assignment;29.08.2011-12:04:01
26;Accepted-In Progress;29.08.2011-12:12:17
26;Queued-Awaiting Assignment;29.08.2011-12:30:11
26;Accepted-In Progress;29.08.2011-12:36:52
26;Queued-Awaiting Assignment;29.08.2011-12:38:40
26;Accepted-In Progress;29.08.2011-13:13:58
26;Queued-Awaiting Assignment;29.08.2011-13:15:20
26;Accepted-In Progress;29.08.2011-13:50:12
26;Accepted-Wait - User;29.08.2011-14:57:34
26;Accepted-Assigned;02.09.2011-19:42:33
26;Accepted-In Progress;06.09.2011-13:05:41
26;Accepted-Wait - User;25.11.2011-10:35:19
26;Accepted-In Progress;03.05.2012-11:42:55
26;Completed-Resolved;03.05.2012-11:49:04
26;Completed-Closed;10.05.2012-23:26:10
27;Accepted-In Progress;31.08.2011-11:10:52
27;Accepted-In Progress;31.08.2011-11:11:13
27;Accepted-Wait - Implementation;31.08.2011-11:14:00
27;Accepted-In Progress;31.08.2011-11:14:02
27;Queued-Awaiting Assignment;31.08.2011-11:14:56
27;Accepted-In Progress;31.08.2011-13:33:56
27;Accepted-Wait - User;31.08.2011-13:34:23
27;Queued-Awaiting Assignment;31.08.2011-14:30:18
27;Accepted-In Progress;31.08.2011-14:34:14
27;Accepted-Assigned;31.08.2011-14:35:19
27;Accepted-In Progress;31.08.2011-15:31:21
27;Accepted-Wait - User;31.08.2011-15:32:07
27;Accepted-In Progress;09.09.2011-13:44:37
27;Queued-Awaiting Assignment;09.09.2011-13:54:42
27;Accepted-In Progress;10.09.2011-00:28:43
27;Queued-Awaiting Assignment;10.09.2011-00:29:32
27;Accepted-In Progress;12.09.2011-09:42:34
27;Accepted-Assigned;12.09.2011-09:42:42
27;Accepted-In Progress;12.09.2011-09:49:51
27;Accepted-Wait - User;12.09.2011-09:50:07
27;Queued-Awaiting Assignment;13.09.2011-08:25:04
27;Accepted-In Progress;13.09.2011-08:29:26
27;Accepted-Assigned;13.09.2011-09:21:35
27;Accepted-In Progress;13.09.2011-15:37:04
27;Accepted-Wait;13.09.2011-15:37:11
27;Accepted-In Progress;21.09.2011-10:06:55
27;Queued-Awaiting Assignment;21.09.2011-10:08:24
27;Accepted-In Progress;21.09.2011-11:01:52
27;Accepted-Wait - User;07.11.2011-11:56:32
27;Completed-Resolved;15.05.2012-06:07:31
27;Completed-Closed;22.05.2012-23:22:23
28;Accepted-In Progress;05.09.2011-13:35:46
28;Accepted-In Progress;05.09.2011-13:36:01
28;Queued-Awaiting Assignment;05.09.2011-13:43:48
28;Accepted-In Progress;05.09.2011-14:05:51
28;Queued-Awaiting Assignment;06.09.2011-10:57:51
28;Queued-Awaiting Assignment;06.09.2011-10:57:52
28;Accepted-In Progress;06.09.2011-11:25:20
28;Queued-Awaiting Assignment;06.09.2011-11:27:10
28;Accepted-In Progress;16.09.2011-16:01:29
28;Accepted-Wait - Implementation;14.03.2012-15:52:15
28;Accepted-In Progress;04.05.2012-07:43:33
28;Completed-Resolved;04.05.2012-07:46:00
28;Completed-Closed;11.05.2012-23:21:25
29;Accepted-In Progress;23.09.2011-11:31:56
29;Accepted-In Progress;23.09.2011-11:32:04
29;Queued-Awaiting Assignment;23.09.2011-11:36:52
29;Accepted-In Progress;26.09.2011-09:29:57
29;Queued-Awaiting Assignment;27.09.2011-12:39:18
29;Accepted-In Progress;27.09.2011-12:39:32
29;Queued-Awaiting Assignment;27.09.2011-12:43:00
29;Accepted-In Progress;15.10.2011-11:20:36
29;Accepted-Wait;15.10.2011-11:20:39
29;Queued-Awaiting Assignment;21.10.2011-15:38:43
29;Accepted-In Progress;28.10.2011-10:01:53
29;Queued-Awaiting Assignment;28.10.2011-10:03:05
29;Accepted-In Progress;28.10.2011-10:25:19
29;Queued-Awaiting Assignment;28.10.2011-10:27:44
29;Accepted-In Progress;03.11.2011-12:32:59
29;Accepted-Wait - Implementation;14.03.2012-15:52:37
29;Accepted-In Progress;04.05.2012-07:46:45
29;Completed-Resolved;04.05.2012-07:47:08
29;Completed-Closed;11.05.2012-23:21:25
30;Accepted-In Progress;28.09.2011-19:45:00
30;Accepted-In Progress;28.09.2011-19:45:12
30;Accepted-In Progress;28.09.2011-19:52:49
30;Queued-Awaiting Assignment;28.09.2011-19:53:08
30;Accepted-In Progress;29.09.2011-08:13:03
30;Queued-Awaiting Assignment;29.09.2011-08:15:32
30;Accepted-In Progress;03.10.2011-08:47:24
30;Completed-Resolved;03.10.2011-08:48:26
30;Queued-Awaiting Assignment;03.10.2011-13:55:46
30;Accepted-In Progress;27.12.2011-10:05:06
30;Queued-Awaiting Assignment;27.12.2011-10:06:02
30;Accepted-In Progress;08.05.2012-15:55:54
30;Completed-Resolved;08.05.2012-15:56:17
30;Completed-Closed;15.05.2012-23:22:55
31;Accepted-In Progress;04.10.2011-11:57:50
31;Accepted-In Progress;04.10.2011-11:57:58
31;Queued-Awaiting Assignment;04.10.2011-12:04:29
31;Accepted-In Progress;04.10.2011-12:04:31
31;Accepted-Wait;04.10.2011-12:04:34
31;Accepted-In Progress;31.10.2011-17:46:54
31;Queued-Awaiting Assignment;31.10.2011-17:47:42
31;Accepted-In Progress;07.11.2011-09:34:08
31;Queued-Awaiting Assignment;07.11.2011-09:35:12
31;Accepted-In Progress;07.11.2011-09:59:32
31;Queued-Awaiting Assignment;07.11.2011-10:29:27
31;Queued-Awaiting Assignment;07.11.2011-10:29:28
31;Accepted-In Progress;07.11.2011-10:30:01
31;Queued-Awaiting Assignment;07.11.2011-10:33:20
31;Accepted-In Progress;21.11.2011-13:19:11
31;Accepted-Wait - Implementation;14.03.2012-15:53:35
31;Accepted-In Progress;04.05.2012-07:47:40
31;Completed-Resolved;04.05.2012-07:48:24
31;Completed-Closed;11.05.2012-23:21:24
32;Queued-Awaiting Assignment;06.10.2011-07:37:52
32;Queued-Awaiting Assignment;06.10.2011-07:49:10
32;Accepted-In Progress;06.10.2011-07:58:53
32;Accepted-Wait - User;10.10.2011-14:39:42
32;Accepted-In Progress;14.10.2011-08:17:05
32;Accepted-Wait - User;14.10.2011-15:01:58
32;Accepted-In Progress;03.05.2012-12:31:52
32;Completed-Resolved;03.05.2012-12:34:54
32;Completed-Closed;10.05.2012-23:26:08
33;Accepted-In Progress;07.10.2011-12:03:58
33;Accepted-In Progress;07.10.2011-12:04:32
33;Accepted-Wait - User;07.10.2011-13:02:01
33;Accepted-Wait - User;10.10.2011-12:48:18
33;Accepted-In Progress;12.10.2011-08:42:06
33;Accepted-Wait;12.10.2011-10:05:35
33;Accepted-In Progress;07.05.2012-10:23:54
33;Completed-In Call;07.05.2012-10:25:36
34;Accepted-In Progress;14.10.2011-10:36:56
34;Accepted-In Progress;14.10.2011-10:38:36
34;Queued-Awaiting Assignment;14.10.2011-10:44:27
34;Accepted-In Progress;14.10.2011-15:25:47
34;Accepted-Wait - User;19.10.2011-09:03:49
34;Accepted-In Progress;20.10.2011-12:54:32
34;Accepted-Wait - Implementation;26.10.2011-17:07:08
34;Accepted-Wait - User;20.03.2012-13:40:10
34;Accepted-In Progress;15.05.2012-09:41:39
34;Queued-Awaiting Assignment;15.05.2012-09:42:51
34;Accepted-In Progress;15.05.2012-09:47:51
34;Completed-Resolved;15.05.2012-09:50:11
34;Completed-Closed;15.05.2012-23:22:54
35;Accepted-In Progress;24.10.2011-13:43:56
35;Accepted-In Progress;24.10.2011-13:44:09
35;Accepted-Wait;24.10.2011-13:50:38
35;Accepted-Wait;27.10.2011-13:45:16
35;Accepted-In Progress;31.10.2011-09:14:40
35;Accepted-Wait;31.10.2011-09:17:37
35;Accepted-In Progress;05.12.2011-08:01:34
35;Accepted-Wait;05.12.2011-08:03:07
35;Accepted-In Progress;07.05.2012-09:47:18
35;Completed-Resolved;07.05.2012-09:47:27
35;Completed-Closed;07.05.2012-09:47:28
36;Accepted-In Progress;25.10.2011-07:19:37
36;Accepted-In Progress;25.10.2011-07:26:42
36;Queued-Awaiting Assignment;25.10.2011-07:42:31
36;Accepted-In Progress;25.10.2011-13:11:16
36;Queued-Awaiting Assignment;25.10.2011-13:12:09
36;Queued-Awaiting Assignment;25.10.2011-13:12:10
36;Accepted-In Progress;26.10.2011-05:18:43
36;Queued-Awaiting Assignment;26.10.2011-05:21:56
36;Accepted-In Progress;03.11.2011-14:17:59
36;Accepted-Wait - Implementation;14.03.2012-15:54:01
36;Accepted-In Progress;04.05.2012-07:49:09
36;Completed-Resolved;04.05.2012-07:49:41
36;Completed-Closed;11.05.2012-23:21:23
37;Accepted-In Progress;28.10.2011-11:31:29
37;Accepted-In Progress;28.10.2011-11:33:25
37;Queued-Awaiting Assignment;28.10.2011-11:36:39
37;Accepted-In Progress;28.10.2011-11:40:09
37;Queued-Awaiting Assignment;28.10.2011-12:02:20
37;Queued-Awaiting Assignment;28.10.2011-12:02:21
37;Accepted-In Progress;28.10.2011-13:22:37
37;Accepted-Wait;28.10.2011-13:28:53
37;Accepted-Wait;29.10.2011-11:34:49
37;Accepted-In Progress;31.10.2011-08:48:58
37;Accepted-Wait;31.10.2011-08:50:36
37;Accepted-In Progress;07.05.2012-09:34:49
37;Accepted-Wait - Vendor;07.05.2012-09:36:05
37;Completed-Resolved;07.05.2012-09:37:17
37;Completed-Closed;07.05.2012-09:37:19
38;Accepted-In Progress;03.11.2011-07:52:35
38;Accepted-In Progress;03.11.2011-07:57:38
38;Queued-Awaiting Assignment;03.11.2011-08:04:38
38;Accepted-In Progress;03.11.2011-11:51:22
38;Accepted-Assigned;03.11.2011-11:51:28
38;Accepted-In Progress;03.05.2012-06:16:49
38;Accepted-Assigned;03.05.2012-06:16:56
38;Accepted-In Progress;03.05.2012-07:15:15
38;Completed-Resolved;03.05.2012-07:20:50
38;Completed-Closed;10.05.2012-23:26:07
39;Accepted-In Progress;07.11.2011-07:01:02
39;Accepted-In Progress;07.11.2011-07:01:20
39;Accepted-Assigned;07.11.2011-07:07:06
39;Accepted-In Progress;07.11.2011-11:47:38
39;Queued-Awaiting Assignment;07.11.2011-11:47:58
39;Accepted-In Progress;07.11.2011-14:35:12
39;Accepted-Assigned;07.11.2011-14:35:19
39;Accepted-In Progress;30.11.2011-12:22:51
39;Accepted-Wait - User;12.01.2012-08:36:07
39;Completed-Resolved;04.05.2012-14:25:22
39;Completed-Closed;11.05.2012-23:21:22
40;Accepted-In Progress;07.11.2011-10:15:25
40;Accepted-In Progress;07.11.2011-10:15:56
40;Queued-Awaiting Assignment;07.11.2011-10:20:25
40;Accepted-In Progress;07.11.2011-10:30:48
40;Queued-Awaiting Assignment;07.11.2011-10:31:26
40;Accepted-In Progress;22.11.2011-15:05:19
40;Queued-Awaiting Assignment;22.11.2011-15:05:42
40;Accepted-In Progress;22.11.2011-15:22:22
40;Queued-Awaiting Assignment;22.11.2011-15:22:46
40;Accepted-In Progress;23.11.2011-13:27:29
40;Accepted-Wait - User;23.11.2011-14:02:37
40;Accepted-In Progress;24.11.2011-07:19:24
40;Accepted-Wait;24.11.2011-07:23:35
40;Accepted-Wait;25.11.2011-15:05:42
40;Accepted-In Progress;07.05.2012-09:48:19
40;Completed-Resolved;07.05.2012-09:48:36
40;Completed-Closed;07.05.2012-23:22:04
41;Accepted-In Progress;07.11.2011-16:16:16
41;Accepted-In Progress;07.11.2011-16:16:40
41;Queued-Awaiting Assignment;07.11.2011-16:20:28
41;Accepted-In Progress;08.11.2011-08:42:15
41;Queued-Awaiting Assignment;08.11.2011-08:48:33
41;Queued-Awaiting Assignment;08.11.2011-08:48:34
41;Accepted-In Progress;08.11.2011-08:48:59
41;Accepted-Assigned;08.11.2011-08:49:05
41;Accepted-In Progress;08.11.2011-09:03:19
41;Queued-Awaiting Assignment;08.11.2011-09:06:35
41;Accepted-In Progress;18.11.2011-16:25:05
41;Accepted-Wait;21.03.2012-08:12:15
41;Accepted-In Progress;04.05.2012-07:51:40
41;Completed-Resolved;04.05.2012-07:52:09
41;Completed-Closed;11.05.2012-23:21:22
42;Queued-Awaiting Assignment;11.11.2011-12:45:04
42;Queued-Awaiting Assignment;11.11.2011-12:49:29
42;Accepted-In Progress;11.11.2011-13:54:03
42;Accepted-Wait - User;16.11.2011-08:22:17
42;Completed-Resolved;02.05.2012-07:52:57
42;Completed-Closed;09.05.2012-23:20:41
43;Accepted-In Progress;10.11.2011-14:55:46
43;Accepted-In Progress;10.11.2011-14:56:15
43;Queued-Awaiting Assignment;10.11.2011-14:57:34
43;Accepted-In Progress;12.11.2011-00:46:26
43;Queued-Awaiting Assignment;12.11.2011-00:46:33
43;Accepted-In Progress;21.11.2011-08:58:34
43;Accepted-Wait - User;21.11.2011-09:01:33
43;Accepted-In Progress;21.11.2011-09:33:13
43;Queued-Awaiting Assignment;21.11.2011-11:24:27
43;Accepted-In Progress;21.11.2011-11:34:27
43;Accepted-Assigned;21.11.2011-11:34:48
43;Accepted-In Progress;21.11.2011-11:52:55
43;Accepted-Wait;21.11.2011-11:58:49
43;Queued-Awaiting Assignment;21.11.2011-12:42:39
43;Accepted-In Progress;22.11.2011-14:28:09
43;Accepted-Assigned;22.11.2011-14:28:17
43;Accepted-In Progress;22.11.2011-14:35:40
43;Queued-Awaiting Assignment;22.11.2011-14:36:26
43;Accepted-In Progress;22.11.2011-14:37:46
43;Queued-Awaiting Assignment;22.11.2011-14:39:18
43;Accepted-In Progress;22.11.2011-14:50:01
43;Accepted-Assigned;22.11.2011-14:50:05
43;Accepted-In Progress;24.11.2011-14:07:12
43;Queued-Awaiting Assignment;24.11.2011-14:20:45
43;Accepted-In Progress;03.05.2012-14:27:55
43;Completed-Resolved;03.05.2012-14:28:18
43;Completed-Closed;10.05.2012-23:26:07
44;Accepted-In Progress;14.11.2011-09:47:32
44;Accepted-In Progress;14.11.2011-09:49:35
44;Queued-Awaiting Assignment;15.11.2011-02:46:57
44;Accepted-In Progress;29.11.2011-15:00:39
44;Accepted-Wait - User;29.11.2011-15:04:54
44;Completed-Resolved;02.05.2012-20:45:44
44;Completed-Closed;09.05.2012-23:20:41
45;Accepted-In Progress;17.11.2011-10:39:45
45;Accepted-In Progress;17.11.2011-10:40:06
45;Queued-Awaiting Assignment;17.11.2011-10:45:24
45;Accepted-In Progress;17.11.2011-13:25:11
45;Queued-Awaiting Assignment;17.11.2011-13:26:05
45;Accepted-In Progress;17.11.2011-15:02:59
45;Accepted-Assigned;17.11.2011-15:03:03
45;Accepted-In Progress;18.11.2011-06:18:25
45;Queued-Awaiting Assignment;18.11.2011-06:21:01
45;Accepted-In Progress;18.11.2011-16:24:00
45;Accepted-Wait - Implementation;15.03.2012-12:37:33
45;Accepted-In Progress;04.05.2012-07:52:31
45;Completed-Resolved;04.05.2012-07:53:10
45;Completed-Closed;11.05.2012-23:21:22
46;Accepted-In Progress;18.11.2011-05:45:58
46;Accepted-In Progress;18.11.2011-05:46:23
46;Queued-Awaiting Assignment;18.11.2011-06:03:37
46;Accepted-In Progress;18.11.2011-06:09:13
46;Queued-Awaiting Assignment;18.11.2011-06:10:10
46;Accepted-In Progress;18.11.2011-09:35:12
46;Queued-Awaiting Assignment;18.11.2011-09:36:13
46;Accepted-In Progress;18.11.2011-10:19:58
46;Accepted-In Progress;18.11.2011-10:24:11
46;Accepted-Wait - User;18.11.2011-10:24:14
46;Accepted-Wait - User;21.11.2011-10:24:15
46;Accepted-In Progress;23.11.2011-10:43:08
46;Accepted-Wait - User;23.11.2011-10:45:41
46;Accepted-In Progress;23.11.2011-11:56:21
46;Queued-Awaiting Assignment;23.11.2011-11:58:42
46;Accepted-In Progress;23.11.2011-12:15:30
46;Queued-Awaiting Assignment;23.11.2011-13:35:47
46;Accepted-In Progress;23.11.2011-15:49:06
46;Accepted-Assigned;23.11.2011-15:49:12
46;Accepted-In Progress;24.11.2011-09:42:13
46;Queued-Awaiting Assignment;24.11.2011-09:44:05
46;Accepted-In Progress;29.11.2011-08:18:27
46;Accepted-Wait;06.04.2012-09:25:53
46;Accepted-In Progress;04.05.2012-07:53:38
46;Completed-Resolved;04.05.2012-07:54:15
46;Completed-Closed;11.05.2012-23:21:21
47;Queued-Awaiting Assignment;22.11.2011-08:45:45
47;Queued-Awaiting Assignment;22.11.2011-08:46:38
47;Accepted-In Progress;22.11.2011-09:48:58
47;Accepted-Wait - User;22.11.2011-12:32:14
47;Accepted-In Progress;03.05.2012-12:37:23
47;Completed-Resolved;03.05.2012-12:38:34
47;Completed-Closed;10.05.2012-23:26:06
48;Accepted-In Progress;23.11.2011-09:40:38
48;Accepted-In Progress;23.11.2011-09:42:19
48;Queued-Awaiting Assignment;23.11.2011-09:55:10
48;Accepted-In Progress;24.11.2011-10:19:12
48;Accepted-Assigned;24.11.2011-10:19:21
48;Accepted-In Progress;24.11.2011-16:22:31
48;Queued-Awaiting Assignment;24.11.2011-16:24:46
48;Accepted-In Progress;24.11.2011-16:53:38
48;Accepted-Assigned;24.11.2011-16:53:40
48;Accepted-In Progress;25.11.2011-05:35:23
48;Accepted-Wait - User;25.11.2011-05:38:47
48;Accepted-In Progress;25.11.2011-08:57:01
48;Queued-Awaiting Assignment;25.11.2011-09:07:21
48;Accepted-In Progress;25.11.2011-09:08:00
48;Accepted-Assigned;25.11.2011-09:08:03
48;Accepted-In Progress;25.11.2011-11:10:10
48;Queued-Awaiting Assignment;25.11.2011-11:13:24
48;Accepted-In Progress;25.11.2011-12:49:42
48;Queued-Awaiting Assignment;25.11.2011-12:56:06
48;Accepted-In Progress;06.04.2012-09:26:57
48;Accepted-Wait;06.04.2012-09:27:01
48;Accepted-In Progress;04.05.2012-07:54:50
48;Completed-Resolved;04.05.2012-07:55:13
48;Completed-Closed;11.05.2012-23:21:20
49;Accepted-In Progress;29.11.2011-11:36:35
49;Accepted-In Progress;29.11.2011-11:39:07
49;Queued-Awaiting Assignment;29.11.2011-12:02:33
49;Accepted-In Progress;29.11.2011-12:06:42
49;Accepted-Wait;29.11.2011-12:47:31
49;Completed-Resolved;29.11.2011-12:47:34
49;Accepted-Assigned;30.11.2011-11:20:18
49;Accepted-In Progress;30.11.2011-11:20:21
49;Queued-Awaiting Assignment;30.11.2011-11:20:47
49;Accepted-In Progress;30.11.2011-11:57:49
49;Accepted-Wait - User;30.11.2011-12:50:00
49;Queued-Awaiting Assignment;01.12.2011-11:40:57
49;Accepted-In Progress;06.12.2011-06:17:23
49;Accepted-Assigned;06.12.2011-06:17:36
49;Accepted-In Progress;11.01.2012-09:27:30
49;Queued-Awaiting Assignment;11.01.2012-09:29:12
49;Accepted-In Progress;11.01.2012-09:50:02
49;Accepted-Wait - User;11.01.2012-09:50:08
49;Accepted-Assigned;12.01.2012-16:44:13
49;Accepted-In Progress;13.01.2012-01:57:26
49;Accepted-Wait - User;13.01.2012-01:57:33
49;Accepted-Assigned;13.01.2012-09:19:29
49;Accepted-In Progress;13.01.2012-09:28:12
49;Accepted-Wait - User;13.01.2012-09:31:23
49;Accepted-In Progress;13.01.2012-10:33:33
49;Accepted-Wait - User;13.01.2012-12:46:53
49;Accepted-Assigned;13.01.2012-16:35:14
49;Accepted-In Progress;13.01.2012-17:54:44
49;Accepted-Assigned;13.01.2012-17:59:24
49;Accepted-In Progress;14.01.2012-08:56:54
49;Accepted-Wait - User;14.01.2012-08:57:01
49;Queued-Awaiting Assignment;18.01.2012-10:44:15
49;Accepted-In Progress;18.01.2012-10:51:04
49;Accepted-Wait - User;20.01.2012-13:35:28
49;Queued-Awaiting Assignment;23.01.2012-15:32:01
49;Accepted-In Progress;13.02.2012-14:00:20
49;Accepted-Assigned;13.02.2012-14:00:28
49;Accepted-In Progress;01.05.2012-15:28:23
49;Completed-Resolved;01.05.2012-15:29:02
49;Completed-Closed;07.05.2012-23:22:02
50;Accepted-In Progress;01.12.2011-17:32:44
50;Accepted-In Progress;01.12.2011-17:32:54
50;Queued-Awaiting Assignment;01.12.2011-17:44:45
50;Accepted-In Progress;02.12.2011-12:56:51
50;Accepted-Wait;02.12.2011-12:58:36
50;Queued-Awaiting Assignment;02.12.2011-14:59:30
50;Accepted-In Progress;05.12.2011-14:28:33
50;Accepted-Wait - User;05.12.2011-14:36:03
50;Completed-Resolved;20.03.2012-10:52:11
50;Queued-Awaiting Assignment;20.03.2012-11:11:27
50;Accepted-In Progress;02.05.2012-16:01:49
50;Queued-Awaiting Assignment;02.05.2012-16:10:42
50;Accepted-In Progress;02.05.2012-16:13:43
50;Accepted-Assigned;02.05.2012-16:22:22
50;Accepted-In Progress;02.05.2012-18:09:36
50;Accepted-Wait - User;02.05.2012-18:10:29
50;Completed-Resolved;04.05.2012-12:41:01
50;Completed-Closed;04.05.2012-23:18:22
51;Accepted-In Progress;02.12.2011-09:32:47
