case_id;activity;time;Resource
111;Closed;08.11.2011-09:00:20;Value 5
112;Insert ticket;06.05.2010-15:51:48;Value 12
112;Assign seriousness;24.05.2010-10:23:15;Value 6
112;Take in charge ticket;25.05.2010-13:48:24;Value 12
112;Resolve ticket;25.05.2010-14:11:28;Value 12
112;Closed;09.06.2010-14:11:39;Value 5
113;Assign seriousness;11.09.2013-12:51:59;Value 1
113;Take in charge ticket;11.09.2013-12:52:24;Value 1
113;Wait;25.09.2013-12:28:56;Value 9
113;Take in charge ticket;01.10.2013-12:14:10;Value 1
113;Wait;07.10.2013-07:20:45;Value 1
113;Resolve ticket;07.10.2013-10:35:46;Value 1
113;Closed;22.10.2013-10:36:06;Value 3
114;Assign seriousness;14.02.2013-11:54:22;Value 1
114;Take in charge ticket;04.03.2013-09:19:59;Value 2
114;Wait;04.03.2013-09:20:40;Value 4
114;Wait;04.03.2013-09:20:40;Value 4
114;Resolve ticket;21.03.2013-13:52:57;Value 4
114;Closed;05.04.2013-12:53:14;Value 3
115;Assign seriousness;08.04.2011-13:02:03;Value 8
115;Take in charge ticket;08.04.2011-13:02:38;Value 8
115;Resolve ticket;08.04.2011-13:07:10;Value 8
115;Closed;30.05.2011-13:11:18;Value 5
116;Assign seriousness;19.07.2012-10:59:25;Value 13
116;Take in charge ticket;20.07.2012-08:49:34;Value 9
116;Resolve ticket;20.07.2012-14:44:15;Value 9
116;Closed;06.09.2012-11:00:48;Value 5
117;Assign seriousness;07.03.2011-11:02:24;Value 2
117;Take in charge ticket;07.03.2011-11:02:41;Value 2
117;Resolve ticket;07.03.2011-13:14:21;Value 2
117;Closed;13.04.2011-10:10:26;Value 5
118;Assign seriousness;05.12.2011-14:22:17;Value 4
118;Take in charge ticket;05.12.2011-14:58:56;Value 6
118;Resolve ticket;13.12.2011-09:22:04;Value 6
118;Closed;02.02.2012-14:30:45;Value 5
119;Assign seriousness;24.04.2012-14:07:03;Value 2
119;Take in charge ticket;08.05.2012-10:53:06;Value 9
119;Wait;08.05.2012-12:31:30;Value 9
119;Resolve ticket;08.05.2012-14:04:27;Value 9
119;Closed;25.05.2012-15:41:47;Value 5
120;Assign seriousness;09.02.2011-13:28:58;Value 13
120;Take in charge ticket;09.02.2011-14:21:02;Value 13
120;Resolve ticket;09.02.2011-14:21:46;Value 13
120;Closed;02.04.2011-14:15:17;Value 5
121;Assign seriousness;14.02.2011-15:23:08;Value 8
121;Take in charge ticket;15.02.2011-11:17:46;Value 9
121;Resolve ticket;15.02.2011-11:52:47;Value 9
121;Closed;30.03.2011-14:30:33;Value 5
122;Assign seriousness;06.05.2011-07:33:07;Value 8
122;Take in charge ticket;06.05.2011-07:33:39;Value 8
122;Wait;06.05.2011-12:55:50;Value 9
122;Take in charge ticket;12.05.2011-13:45:43;Value 9
122;Resolve ticket;12.05.2011-13:45:54;Value 9
122;Closed;19.06.2011-08:30:40;Value 5
123;Assign seriousness;07.06.2012-15:31:32;Value 1
123;Take in charge ticket;08.06.2012-06:47:21;Value 11
123;Resolve ticket;08.06.2012-06:47:30;Value 11
123;Closed;21.07.2012-15:40:33;Value 5
124;Assign seriousness;19.08.2010-09:48:49;Value 6
124;Take in charge ticket;19.08.2010-09:49:49;Value 6
124;Wait;19.08.2010-10:07:15;Value 6
124;Take in charge ticket;13.09.2010-08:15:21;Value 2
124;Resolve ticket;13.09.2010-08:49:39;Value 2
124;Closed;28.09.2010-08:49:59;Value 5
125;Assign seriousness;25.07.2012-15:34:31;Value 13
125;Assign seriousness;27.08.2012-13:28:50;Value 2
125;Resolve ticket;27.08.2012-14:18:05;Value 2
125;Closed;11.09.2012-14:18:23;Value 3
126;Assign seriousness;12.03.2010-09:28:49;Value 2
126;Take in charge ticket;12.03.2010-09:29:00;Value 2
126;Resolve ticket;12.03.2010-09:37:27;Value 2
126;Closed;14.04.2010-08:30:56;Value 5
127;Assign seriousness;28.11.2011-08:10:27;Value 1
127;Resolve ticket;28.11.2011-09:46:59;Value 1
127;Resolve ticket;28.11.2011-09:46:59;Value 1
127;Closed;31.12.2011-08:20:48;Value 5
128;Assign seriousness;05.04.2013-16:15:52;Value 1
128;Resolve ticket;23.04.2013-15:50:35;Value 1
128;Closed;08.05.2013-15:50:57;Value 3
129;Insert ticket;08.04.2010-08:58:03;Value 11
129;Assign seriousness;08.04.2010-09:01:05;Value 11
129;Take in charge ticket;08.04.2010-09:01:11;Value 11
129;Resolve ticket;08.04.2010-09:01:19;Value 11
129;Closed;11.05.2010-09:00:24;Value 5
129;Closed;11.05.2010-09:00:24;Value 5
130;Assign seriousness;12.08.2013-07:13:49;Value 4
130;Take in charge ticket;12.08.2013-07:14:44;Value 4
130;Resolve ticket;09.09.2013-08:36:00;Value 4
130;Closed;24.09.2013-08:36:13;Value 3
131;Assign seriousness;21.06.2012-12:50:46;Value 1
131;Take in charge ticket;21.06.2012-13:30:02;Value 9
131;Wait;21.06.2012-14:32:08;Value 9
131;Resolve ticket;25.06.2012-12:03:33;Value 9
131;Closed;02.08.2012-09:30:26;Value 5
132;Assign seriousness;26.01.2011-11:24:58;Value 8
132;Assign seriousness;26.01.2011-11:59:56;Value 8
132;Take in charge ticket;26.01.2011-12:00:03;Value 8
132;Resolve ticket;28.01.2011-14:29:17;Value 14
132;Closed;11.03.2011-11:30:34;Value 5
133;Assign seriousness;19.04.2011-14:42:45;Value 8
133;Take in charge ticket;19.04.2011-14:45:25;Value 8
133;Resolve ticket;19.04.2011-14:45:42;Value 8
133;Closed;02.06.2011-14:50:17;Value 5
134;Assign seriousness;08.02.2011-11:57:41;Value 9
134;Take in charge ticket;08.02.2011-11:58:01;Value 9
134;Wait;10.02.2011-08:27:30;Value 9
134;Take in charge ticket;14.02.2011-12:01:11;Value 9
134;Resolve ticket;14.02.2011-12:02:59;Value 9
134;Take in charge ticket;03.03.2011-09:46:37;Value 8
134;Resolve ticket;03.03.2011-14:05:29;Value 9
134;Closed;02.04.2011-14:15:17;Value 5
135;Assign seriousness;06.06.2012-14:48:56;Value 4
135;Take in charge ticket;07.06.2012-12:19:44;Value 9
135;Resolve ticket;08.06.2012-07:13:29;Value 9
135;Closed;07.07.2012-14:50:30;Value 5
136;Assign seriousness;05.08.2011-13:00:13;Value 9
136;Take in charge ticket;11.08.2011-10:30:47;Value 9
136;Wait;12.08.2011-13:42:55;Value 9
136;Resolve ticket;19.08.2011-12:25:37;Value 9
136;Closed;07.09.2011-13:10:56;Value 5
137;Assign seriousness;02.03.2012-09:13:46;Value 13
137;Take in charge ticket;02.03.2012-09:13:56;Value 13
137;Resolve ticket;02.03.2012-09:34:03;Value 13
137;Closed;06.04.2012-08:20:51;Value 5
138;Assign seriousness;19.04.2010-07:44:31;Value 6
138;Take in charge ticket;19.04.2010-09:15:20;Value 2
138;Resolve ticket;19.04.2010-09:26:05;Value 2
138;Closed;26.05.2010-07:50:40;Value 5
139;Assign seriousness;23.04.2013-16:07:34;Value 14
139;Take in charge ticket;07.06.2013-08:55:58;Value 2
139;Resolve ticket;07.06.2013-09:05:27;Value 14
139;Closed;22.06.2013-09:05:45;Value 3
140;Assign seriousness;12.01.2011-10:39:32;Value 9
140;Take in charge ticket;12.01.2011-10:39:56;Value 9
140;Wait;12.01.2011-10:50:26;Value 9
140;Take in charge ticket;12.01.2011-11:07:51;Value 9
140;Wait;12.01.2011-11:34:34;Value 9
140;Take in charge ticket;26.01.2011-09:25:14;Value 9
140;Resolve ticket;26.01.2011-09:26:04;Value 9
140;Closed;15.02.2011-08:31:10;Value 5
141;Assign seriousness;07.03.2012-11:00:05;Value 1
141;Take in charge ticket;08.03.2012-13:53:36;Value 13
141;Resolve ticket;09.03.2012-14:48:25;Value 13
141;Closed;07.04.2012-10:11:18;Value 5
142;Assign seriousness;21.12.2012-09:23:59;Value 9
142;Take in charge ticket;21.12.2012-09:24:16;Value 9
142;Wait;21.12.2012-16:05:12;Value 9
142;Resolve ticket;08.01.2013-09:46:26;Value 9
142;Closed;23.01.2013-09:46:46;Value 3
143;Assign seriousness;12.06.2013-15:58:52;Value 14
143;Take in charge ticket;19.06.2013-07:52:40;Value 11
143;Wait;19.06.2013-07:53:36;Value 11
143;Resolve ticket;03.07.2013-16:58:29;Value 16
143;Closed;18.07.2013-16:58:49;Value 3
144;Assign seriousness;07.08.2013-13:19:28;Value 9
144;Take in charge ticket;21.08.2013-08:58:38;Value 1
144;Require upgrade;23.08.2013-12:54:00;Value 1
144;Wait;23.08.2013-13:24:54;Value 1
144;Resolve ticket;09.09.2013-15:32:15;Value 1
144;Closed;24.09.2013-15:32:34;Value 3
145;Assign seriousness;05.10.2010-14:55:27;Value 2
145;Take in charge ticket;05.10.2010-15:09:10;Value 2
145;Resolve ticket;05.10.2010-15:09:39;Value 2
145;Closed;05.11.2010-16:00:53;Value 5
146;Assign seriousness;14.01.2013-14:44:14;Value 4
146;Take in charge ticket;06.02.2013-17:06:37;Value 2
146;Resolve ticket;13.02.2013-09:10:51;Value 2
146;Closed;28.02.2013-09:11:10;Value 3
147;Assign seriousness;09.01.2012-11:19:35;Value 1
147;Take in charge ticket;09.01.2012-16:14:26;Value 1
147;Resolve ticket;09.01.2012-16:14:53;Value 1
147;Resolve ticket;09.01.2012-16:14:53;Value 1
147;Closed;09.02.2012-11:20:25;Value 5
148;Assign seriousness;09.02.2011-14:35:27;Value 8
148;Take in charge ticket;09.02.2011-15:16:21;Value 8
148;Resolve ticket;09.02.2011-15:24:44;Value 8
148;Closed;09.04.2011-13:40:25;Value 5
149;Insert ticket;18.05.2011-08:39:41;Value 2
149;Assign seriousness;18.05.2011-08:39:49;Value 2
149;Take in charge ticket;18.05.2011-08:41:36;Value 2
149;Wait;23.05.2011-15:20:54;Value 2
149;Take in charge ticket;26.05.2011-07:55:33;Value 2
149;Resolve ticket;26.05.2011-07:56:00;Value 2
149;Closed;07.07.2011-10:10:33;Value 5
150;Assign seriousness;10.02.2010-10:25:33;Value 2
150;Take in charge ticket;10.02.2010-10:33:38;Value 2
150;Resolve ticket;10.02.2010-10:33:49;Value 2
150;Closed;13.03.2010-10:30:26;Value 5
151;Assign seriousness;18.05.2012-12:08:58;Value 1
151;Take in charge ticket;24.05.2012-10:00:37;Value 9
151;Resolve ticket;25.05.2012-08:12:16;Value 9
151;Closed;20.06.2012-12:10:23;Value 5
152;Assign seriousness;02.07.2012-07:35:06;Value 4
152;Take in charge ticket;02.07.2012-11:00:33;Value 10
152;Resolve ticket;02.07.2012-11:01:29;Value 10
152;Closed;03.08.2012-07:40:13;Value 5
153;Assign seriousness;28.01.2013-10:41:57;Value 4
153;Take in charge ticket;29.01.2013-13:23:39;Value 4
153;Wait;12.02.2013-09:56:04;Value 4
153;Resolve ticket;20.02.2013-09:07:48;Value 4
153;Closed;07.03.2013-09:08:09;Value 3
154;Assign seriousness;14.12.2010-16:19:51;Value 9
154;Take in charge ticket;17.12.2010-10:45:21;Value 14
154;Wait;23.12.2010-15:26:07;Value 14
154;Take in charge ticket;18.01.2011-11:15:13;Value 14
154;Resolve ticket;18.01.2011-11:15:29;Value 14
154;Closed;02.02.2011-11:15:44;Value 5
155;Assign seriousness;14.05.2013-14:19:09;Value 14
155;Take in charge ticket;30.05.2013-06:56:35;Value 2
155;Resolve ticket;30.05.2013-07:08:15;Value 2
155;Closed;14.06.2013-07:08:33;Value 3
156;Assign seriousness;24.05.2011-07:13:23;Value 8
156;Take in charge ticket;31.05.2011-15:42:09;Value 2
156;Resolve ticket;06.06.2011-10:19:01;Value 9
156;Closed;24.06.2011-07:20:28;Value 5
157;Assign seriousness;20.09.2010-15:57:01;Value 7
157;Take in charge ticket;21.09.2010-07:45:37;Value 2
157;Resolve ticket;21.09.2010-07:53:48;Value 2
157;Closed;12.11.2010-17:01:05;Value 5
158;Assign seriousness;21.09.2011-07:12:16;Value 1
158;Take in charge ticket;21.09.2011-07:46:44;Value 13
158;Resolve ticket;27.09.2011-13:20:30;Value 13
158;Closed;22.10.2011-07:21:38;Value 5
159;Assign seriousness;25.02.2011-10:55:02;Value 8
159;Take in charge ticket;25.02.2011-13:26:45;Value 8
159;Resolve ticket;25.02.2011-13:28:30;Value 8
159;Closed;16.04.2011-10:01:15;Value 5
160;Assign seriousness;10.08.2010-07:16:09;Value 11
160;Take in charge ticket;12.08.2010-10:33:35;Value 11
160;Resolve ticket;13.08.2010-07:24:41;Value 11
160;Closed;10.09.2010-07:20:19;Value 5
161;Assign seriousness;04.10.2011-15:47:43;Value 1
161;Assign seriousness;07.10.2011-13:29:10;Value 2
161;Resolve ticket;07.10.2011-13:30:00;Value 2
161;Closed;17.11.2011-16:52:25;Value 5
162;Assign seriousness;15.10.2010-08:27:20;Value 9
162;Take in charge ticket;27.10.2010-11:46:30;Value 16
162;Resolve ticket;27.10.2010-11:46:36;Value 16
162;Closed;28.11.2010-09:30:57;Value 5
163;Assign seriousness;28.09.2010-12:44:01;Value 2
163;Take in charge ticket;28.09.2010-12:46:50;Value 2
163;Resolve ticket;28.09.2010-14:03:08;Value 2
163;Closed;04.11.2010-13:51:16;Value 5
164;Assign seriousness;13.01.2012-16:36:23;Value 2
164;Resolve ticket;13.01.2012-16:36:49;Value 2
164;Closed;26.02.2012-16:40:38;Value 5
165;Assign seriousness;11.02.2010-08:48:50;Value 2
165;Take in charge ticket;23.02.2010-16:56:28;Value 2
165;Resolve ticket;23.02.2010-16:56:36;Value 2
165;Closed;27.03.2010-08:50:35;Value 5
166;Assign seriousness;23.11.2011-14:43:38;Value 1
166;Take in charge ticket;25.11.2011-10:12:19;Value 1
166;Wait;25.11.2011-14:01:18;Value 1
166;Resolve ticket;28.11.2011-09:25:00;Value 1
166;Resolve ticket;28.11.2011-09:25:02;Value 1
166;Closed;27.12.2011-10:10:16;Value 5
167;Assign seriousness;09.01.2012-10:01:47;Value 1
167;Take in charge ticket;09.01.2012-11:20:28;Value 6
167;Resolve ticket;09.01.2012-11:21:29;Value 6
167;Closed;22.02.2012-10:10:48;Value 5
168;Assign seriousness;28.01.2013-17:05:44;Value 1
168;Resolve ticket;13.02.2013-09:43:10;Value 4
168;Closed;28.02.2013-09:43:20;Value 3
169;Assign seriousness;02.05.2012-15:54:51;Value 1
169;Take in charge ticket;03.05.2012-07:51:09;Value 6
169;Wait;03.05.2012-08:01:21;Value 6
169;Take in charge ticket;17.05.2012-07:46:38;Value 11
169;Wait;17.05.2012-07:47:13;Value 11
169;Resolve ticket;18.05.2012-07:18:57;Value 2
169;Closed;02.06.2012-07:19:04;Value 5
170;Assign seriousness;29.08.2011-14:12:48;Value 13
170;Assign seriousness;30.08.2011-09:49:49;Value 15
170;Take in charge ticket;30.08.2011-10:06:35;Value 15
170;Resolve ticket;31.08.2011-07:34:45;Value 13
170;Closed;12.10.2011-14:20:14;Value 5
171;Assign seriousness;16.09.2010-16:02:20;Value 9
171;Take in charge ticket;21.09.2010-14:03:12;Value 14
171;Resolve ticket;27.09.2010-10:08:54;Value 14
171;Closed;14.11.2010-17:00:47;Value 5
172;Assign seriousness;15.11.2010-09:15:12;Value 9
172;Assign seriousness;15.11.2010-09:15:27;Value 9
172;Take in charge ticket;16.11.2010-12:58:01;Value 12
172;Resolve ticket;16.11.2010-13:01:14;Value 12
172;Closed;13.01.2011-09:21:08;Value 5
173;Assign seriousness;24.10.2011-10:22:28;Value 4
173;Take in charge ticket;03.11.2011-15:48:18;Value 4
173;Wait;04.11.2011-16:24:35;Value 4
173;Resolve ticket;09.11.2011-14:20:52;Value 4
173;Closed;14.12.2011-09:40:33;Value 5
174;Assign seriousness;05.10.2010-07:46:59;Value 2
174;Take in charge ticket;05.10.2010-07:59:41;Value 2
174;Resolve ticket;05.10.2010-08:00:18;Value 2
174;Closed;19.11.2010-09:00:53;Value 5
175;Assign seriousness;17.07.2012-10:44:26;Value 1
175;Take in charge ticket;17.07.2012-10:44:48;Value 1
175;Resolve ticket;18.07.2012-13:11:34;Value 2
175;Closed;01.09.2012-10:50:31;Value 5
176;Assign seriousness;18.01.2012-08:12:04;Value 1
176;Take in charge ticket;18.01.2012-08:21:52;Value 1
176;Resolve ticket;18.01.2012-09:42:03;Value 1
176;Closed;18.02.2012-08:21:43;Value 5
177;Assign seriousness;22.02.2012-14:49:43;Value 1
177;Take in charge ticket;22.02.2012-14:49:52;Value 1
177;Resolve ticket;29.02.2012-09:36:49;Value 1
177;Closed;24.03.2012-14:50:18;Value 5
178;Assign seriousness;11.04.2012-13:30:07;Value 1
178;Take in charge ticket;12.04.2012-09:29:39;Value 13
178;Resolve ticket;12.04.2012-12:57:39;Value 13
178;Closed;12.05.2012-13:40:20;Value 5
179;Assign seriousness;06.10.2011-10:23:22;Value 1
179;Take in charge ticket;06.10.2011-14:07:44;Value 1
179;Resolve ticket;06.10.2011-14:31:30;Value 1
179;Closed;19.11.2011-11:30:36;Value 5
180;Assign seriousness;29.09.2011-09:51:55;Value 1
180;Resolve ticket;30.09.2011-13:14:19;Value 12
180;Closed;01.11.2011-11:00:50;Value 5
181;Assign seriousness;20.05.2010-08:31:32;Value 6
181;Take in charge ticket;24.05.2010-10:55:17;Value 2
181;Resolve ticket;24.05.2010-10:59:57;Value 2
181;Closed;23.06.2010-08:40:25;Value 5
182;Insert ticket;19.05.2010-15:08:49;Value 15
182;Assign seriousness;20.05.2010-07:53:47;Value 15
182;Take in charge ticket;24.05.2010-07:15:57;Value 15
182;Resolve ticket;24.05.2010-07:18:09;Value 15
182;Closed;25.06.2010-15:10:30;Value 5
183;Assign seriousness;17.06.2013-08:24:55;Value 14
183;Take in charge ticket;17.06.2013-08:49:07;Value 2
183;Take in charge ticket;18.06.2013-14:38:48;Value 2
183;Wait;19.06.2013-09:14:01;Value 2
183;Resolve ticket;12.07.2013-15:33:54;Value 2
183;Closed;27.07.2013-15:34:13;Value 3
184;Assign seriousness;02.11.2010-13:49:59;Value 2
184;Take in charge ticket;03.11.2010-14:06:18;Value 2
184;Wait;03.11.2010-14:06:51;Value 2
184;Take in charge ticket;18.11.2010-09:52:12;Value 2
184;Resolve ticket;18.11.2010-09:52:18;Value 2
184;Closed;03.12.2010-09:52:30;Value 5
185;Assign seriousness;13.07.2012-08:20:00;Value 13
185;Take in charge ticket;13.07.2012-13:25:40;Value 6
185;Wait;13.07.2012-13:48:10;Value 6
185;Resolve ticket;18.07.2012-07:05:36;Value 6
185;Closed;01.09.2012-08:13:21;Value 5
186;Assign seriousness;25.10.2010-13:14:08;Value 9
186;Take in charge ticket;27.10.2010-13:27:14;Value 2
186;Resolve ticket;27.10.2010-13:29:30;Value 2
186;Closed;09.12.2010-14:22:27;Value 5
187;Assign seriousness;09.01.2012-13:58:58;Value 2
187;Take in charge ticket;09.01.2012-13:59:09;Value 2
187;Resolve ticket;10.01.2012-09:03:01;Value 2
187;Closed;09.02.2012-14:00:15;Value 5
188;Assign seriousness;02.02.2010-13:49:13;Value 2
188;Assign seriousness;02.02.2010-14:04:15;Value 2
188;Take in charge ticket;03.02.2010-14:27:07;Value 2
188;Resolve ticket;03.02.2010-14:27:16;Value 2
188;Closed;18.03.2010-13:50:26;Value 5
189;Assign seriousness;21.02.2011-15:36:25;Value 13
189;Take in charge ticket;21.02.2011-16:44:27;Value 13
189;Resolve ticket;03.03.2011-14:26:19;Value 13
189;Closed;02.04.2011-14:15:17;Value 5
190;Assign seriousness;27.05.2013-08:03:42;Value 14
190;Assign seriousness;27.05.2013-08:03:54;Value 14
190;Take in charge ticket;27.05.2013-10:17:58;Value 4
190;Resolve ticket;02.07.2013-07:27:38;Value 4
190;Closed;17.07.2013-07:27:56;Value 3
191;Assign seriousness;04.07.2013-10:02:50;Value 14
191;Assign seriousness;04.07.2013-10:08:34;Value 14
191;Take in charge ticket;04.07.2013-10:10:10;Value 1
191;Resolve ticket;18.07.2013-13:02:35;Value 1
191;Closed;02.08.2013-13:02:53;Value 3
191;Take in charge ticket;05.08.2013-07:50:34;Value 10
191;Resolve ticket;09.08.2013-10:29:51;Value 10
191;Closed;24.08.2013-10:30:08;Value 3
192;Assign seriousness;12.04.2013-07:32:41;Value 1
192;Take in charge ticket;22.04.2013-07:06:20;Value 2
192;Wait;22.04.2013-07:12:11;Value 9
192;Resolve ticket;29.04.2013-10:31:09;Value 9
192;Closed;14.05.2013-10:31:25;Value 3
193;Assign seriousness;08.02.2012-11:28:03;Value 1
193;Take in charge ticket;10.02.2012-10:28:30;Value 10
193;Resolve ticket;05.03.2012-11:31:08;Value 10
193;Closed;20.03.2012-11:31:31;Value 5
194;Assign seriousness;21.09.2010-10:53:00;Value 9
194;Take in charge ticket;23.09.2010-09:25:07;Value 2
194;Wait;27.09.2010-10:09:43;Value 14
194;Take in charge ticket;29.09.2010-07:06:22;Value 9
194;Wait;29.09.2010-08:04:55;Value 9
194;Take in charge ticket;29.09.2010-12:29:35;Value 9
194;Resolve ticket;29.09.2010-12:29:47;Value 9
194;Closed;13.11.2010-13:30:16;Value 5
195;Assign seriousness;16.11.2011-10:45:30;Value 1
195;Take in charge ticket;17.11.2011-13:31:33;Value 1
195;Resolve ticket;17.11.2011-13:32:09;Value 1
195;Closed;30.12.2011-10:50:28;Value 5
196;Assign seriousness;01.06.2012-08:18:57;Value 1
196;Take in charge ticket;04.06.2012-07:56:22;Value 2
196;Resolve ticket;04.06.2012-09:46:33;Value 4
196;Resolve ticket;04.06.2012-09:46:33;Value 4
196;Closed;11.07.2012-08:20:27;Value 5
197;Assign seriousness;28.04.2011-13:46:15;Value 8
197;Take in charge ticket;28.04.2011-13:46:46;Value 8
197;Resolve ticket;09.05.2011-15:43:48;Value 17
197;Closed;14.06.2011-10:13:10;Value 5
198;Take in charge ticket;13.12.2011-15:45:50;Value 1
198;Resolve ticket;14.12.2011-10:27:28;Value 1
198;Closed;13.01.2012-15:50:26;Value 5
199;Assign seriousness;12.04.2012-14:59:24;Value 1
199;Take in charge ticket;13.04.2012-15:07:02;Value 4
199;Resolve ticket;16.04.2012-13:40:01;Value 4
199;Closed;20.05.2012-15:00:40;Value 5
200;Assign seriousness;22.08.2011-07:06:31;Value 9
200;Take in charge ticket;22.08.2011-09:14:28;Value 13
200;Resolve ticket;22.08.2011-09:31:48;Value 13
200;Closed;22.09.2011-07:10:16;Value 5
201;Assign seriousness;19.04.2013-14:31:08;Value 14
201;Take in charge ticket;19.04.2013-14:55:31;Value 14
201;Wait;19.04.2013-15:15:44;Value 14
201;Resolve ticket;14.05.2013-12:39:59;Value 14
201;Closed;29.05.2013-12:40:19;Value 3
202;Assign seriousness;11.06.2010-10:18:02;Value 15
202;Take in charge ticket;11.06.2010-12:22:40;Value 15
202;Resolve ticket;16.06.2010-08:04:16;Value 15
202;Closed;14.07.2010-10:20:16;Value 5
203;Assign seriousness;31.10.2011-15:30:39;Value 1
203;Take in charge ticket;31.10.2011-15:30:50;Value 1
203;Resolve ticket;02.11.2011-13:41:11;Value 1
203;Closed;14.12.2011-15:40:32;Value 5
204;Assign seriousness;07.12.2010-11:10:52;Value 8
204;Take in charge ticket;09.12.2010-11:19:43;Value 7
204;Wait;20.12.2010-14:24:30;Value 7
204;Take in charge ticket;21.12.2010-13:36:16;Value 2
204;Resolve ticket;21.12.2010-14:31:29;Value 2
204;Closed;21.01.2011-11:20:31;Value 5
205;Assign seriousness;04.03.2011-10:26:28;Value 8
205;Take in charge ticket;04.03.2011-10:29:32;Value 8
205;Wait;04.03.2011-11:32:51;Value 9
205;Take in charge ticket;11.03.2011-11:48:16;Value 9
205;Resolve ticket;11.03.2011-11:48:28;Value 9
205;Closed;10.04.2011-10:48:53;Value 5
206;Assign seriousness;21.06.2011-13:40:37;Value 2
206;Take in charge ticket;23.06.2011-13:54:10;Value 2
206;Resolve ticket;11.07.2011-07:42:06;Value 2
206;Closed;26.07.2011-07:42:22;Value 5
207;Assign seriousness;12.10.2010-10:50:55;Value 2
207;Take in charge ticket;12.10.2010-12:58:07;Value 2
207;Resolve ticket;12.10.2010-15:05:33;Value 2
207;Closed;27.11.2010-12:00:28;Value 5
