case_id;activity;time;resource
95;Accepted-In Progress;30.01.2012-00:45:43;Santosh
95;Accepted-Wait - User;30.01.2012-00:58:44;Santosh
95;Accepted-In Progress;03.05.2012-21:47:28;Santosh
95;Accepted-In Progress;03.05.2012-21:47:35;Santosh
95;Completed-Resolved;03.05.2012-21:49:07;Santosh
95;Completed-Closed;03.05.2012-21:49:13;Santosh
96;Accepted-In Progress;26.01.2012-08:26:35;Santosh
96;Accepted-In Progress;26.01.2012-08:27:14;Santosh
96;Accepted-Wait - User;26.01.2012-08:44:21;Santosh
96;Accepted-In Progress;03.05.2012-21:57:38;Santosh
96;Completed-Resolved;03.05.2012-21:58:27;Santosh
96;Completed-Closed;03.05.2012-21:58:34;Santosh
97;Queued-Awaiting Assignment;27.01.2012-10:57:13;Henrik
97;Queued-Awaiting Assignment;27.01.2012-10:59:37;Henrik
97;Queued-Awaiting Assignment;27.01.2012-11:02:08;Henrik
97;Accepted-In Progress;30.01.2012-08:36:57;Tommy
97;Accepted-Assigned;30.01.2012-08:37:08;Tommy
97;Accepted-In Progress;31.01.2012-09:23:52;Lars
97;Accepted-Wait - User;31.01.2012-12:41:20;Lars
97;Accepted-In Progress;01.02.2012-07:40:26;Lars
97;Accepted-Wait - User;03.02.2012-07:24:28;Lars
97;Completed-Resolved;02.05.2012-08:34:45;Lars
97;Completed-Closed;09.05.2012-23:20:30;Siebel
98;Accepted-In Progress;26.01.2012-21:36:33;Rick
98;Accepted-In Progress;26.01.2012-21:36:54;Rick
98;Accepted-Assigned;26.01.2012-21:38:58;Rick
98;Accepted-In Progress;27.01.2012-13:40:25;Ram
98;Accepted-Wait;20.03.2012-12:30:29;Ram
98;Completed-Resolved;04.05.2012-14:25:09;Ram
98;Completed-Closed;11.05.2012-23:21:08;Siebel
99;Accepted-In Progress;27.01.2012-22:38:16;Joakim
99;Accepted-In Progress;27.01.2012-22:40:01;Joakim
99;Queued-Awaiting Assignment;27.01.2012-22:42:41;Joakim
99;Accepted-In Progress;30.01.2012-16:02:24;Carolyn
99;Queued-Awaiting Assignment;30.01.2012-16:02:48;Carolyn
99;Accepted-In Progress;31.01.2012-22:50:24;Yangeun
99;Queued-Awaiting Assignment;31.01.2012-22:50:49;Yangeun
99;Accepted-In Progress;01.02.2012-19:50:36;Jenny
99;Accepted-Assigned;01.02.2012-19:51:44;Jenny
99;Accepted-In Progress;02.02.2012-07:30:19;Bozidar
99;Accepted-Wait - User;02.02.2012-07:30:31;Bozidar
99;Completed-Resolved;15.05.2012-14:14:44;Bozidar
99;Completed-Closed;22.05.2012-23:22:12;Siebel
100;Accepted-In Progress;29.01.2012-23:41:44;Dennis
100;Accepted-In Progress;29.01.2012-23:41:52;Dennis
100;Queued-Awaiting Assignment;29.01.2012-23:43:59;Dennis
100;Accepted-In Progress;30.01.2012-08:51:07;Dusan
100;Accepted-Wait - User;31.01.2012-10:43:33;Dusan
100;Accepted-Wait;15.02.2012-15:36:57;Dusan
100;Accepted-Wait - Implementation;12.03.2012-16:42:20;Dusan
100;Accepted-In Progress;16.03.2012-07:12:32;Dusan
100;Accepted-Wait - User;21.03.2012-15:48:48;Dusan
100;Accepted-Wait - Implementation;26.03.2012-08:23:10;Dusan
100;Accepted-Wait - User;28.03.2012-08:59:21;Dusan
100;Accepted-Wait - Implementation;30.03.2012-13:47:27;Dusan
100;Completed-Resolved;08.05.2012-08:07:36;Dusan
100;Completed-Closed;15.05.2012-23:22:43;Siebel
