case_id;activity;time;Involved ST Function Div
17;Accepted-In Progress;29.06.2011-08:47:40;A2_5
17;Queued-Awaiting Assignment;29.06.2011-08:48:21;A2_4
17;Accepted-In Progress;29.06.2011-08:51:19;A2_4
17;Accepted-In Progress;02.07.2011-08:48:21;A2_4
17;Queued-Awaiting Assignment;20.09.2011-15:27:24;A2_5
17;Accepted-In Progress;18.04.2012-14:25:03;A2_5
17;Queued-Awaiting Assignment;18.04.2012-14:26:29;A2_5
17;Accepted-In Progress;02.05.2012-13:34:18;A2_5
17;Queued-Awaiting Assignment;02.05.2012-13:35:45;A2_4
17;Accepted-In Progress;04.05.2012-10:46:38;A2_4
17;Completed-Resolved;04.05.2012-10:46:58;A2_4
17;Completed-Closed;11.05.2012-23:21:28;A2_4
18;Accepted-In Progress;11.07.2011-07:20:50;A2_1
18;Accepted-In Progress;11.07.2011-07:20:55;A2_1
18;Queued-Awaiting Assignment;11.07.2011-07:28:43;Dummy
18;Accepted-In Progress;11.07.2011-07:28:45;Dummy
18;Accepted-Wait;11.07.2011-07:28:47;Dummy
18;Queued-Awaiting Assignment;11.07.2011-11:34:18;Dummy
18;Accepted-In Progress;11.07.2011-13:18:29;Dummy
18;Queued-Awaiting Assignment;11.07.2011-13:28:02;A2_1
18;Accepted-In Progress;11.07.2011-13:35:23;A2_1
18;Queued-Awaiting Assignment;11.07.2011-13:37:42;Dummy
18;Accepted-In Progress;20.07.2011-12:47:48;Dummy
18;Accepted-In Progress;04.05.2012-07:33:21;Dummy
18;Completed-Resolved;04.05.2012-07:34:16;Dummy
18;Completed-Closed;11.05.2012-23:21:27;Dummy
19;Accepted-In Progress;14.07.2011-17:20:42;A2_1
19;Accepted-In Progress;14.07.2011-17:20:49;A2_1
19;Queued-Awaiting Assignment;14.07.2011-17:22:51;Dummy
19;Accepted-In Progress;15.07.2011-07:43:36;Dummy
19;Queued-Awaiting Assignment;15.07.2011-08:02:31;A2_1
19;Accepted-In Progress;15.07.2011-08:52:29;A2_1
19;Queued-Awaiting Assignment;15.07.2011-08:56:59;Dummy
19;Accepted-In Progress;20.07.2011-13:50:38;Dummy
19;Accepted-Wait - Implementation;14.03.2012-15:29:41;Dummy
19;Accepted-In Progress;04.05.2012-07:34:46;Dummy
19;Completed-Resolved;04.05.2012-07:35:37;Dummy
19;Completed-Closed;11.05.2012-23:21:27;Dummy
20;Accepted-In Progress;25.07.2011-13:45:15;A2_1
20;Accepted-In Progress;25.07.2011-13:45:29;A2_1
20;Queued-Awaiting Assignment;25.07.2011-13:50:11;Dummy
20;Accepted-In Progress;25.07.2011-14:28:03;Dummy
20;Queued-Awaiting Assignment;25.07.2011-14:34:15;A2_1
20;Accepted-In Progress;25.07.2011-14:50:14;A2_1
20;Accepted-Wait - User;25.07.2011-14:52:35;A2_1
20;Accepted-In Progress;25.07.2011-14:57:23;A2_1
20;Queued-Awaiting Assignment;25.07.2011-14:58:34;Dummy
20;Accepted-In Progress;25.07.2011-15:55:44;Dummy
20;Queued-Awaiting Assignment;25.07.2011-16:02:17;A2_1
20;Queued-Awaiting Assignment;25.07.2011-16:02:18;A2_1
20;Accepted-In Progress;25.07.2011-16:03:41;A2_1
20;Queued-Awaiting Assignment;25.07.2011-16:05:51;Dummy
20;Accepted-In Progress;26.07.2011-11:03:30;Dummy
20;Queued-Awaiting Assignment;26.07.2011-13:54:14;A2_1
20;Accepted-In Progress;26.07.2011-13:55:06;A2_1
20;Queued-Awaiting Assignment;26.07.2011-13:59:46;Dummy
20;Accepted-In Progress;16.08.2011-15:37:40;Dummy
20;Accepted-Wait;06.04.2012-09:19:00;Dummy
20;Accepted-In Progress;04.05.2012-07:36:08;Dummy
20;Completed-Resolved;04.05.2012-07:36:32;Dummy
20;Completed-Closed;11.05.2012-23:21:27;Dummy
21;Accepted-In Progress;28.07.2011-09:12:37;A2_1
21;Accepted-In Progress;28.07.2011-09:16:47;A2_1
21;Queued-Awaiting Assignment;28.07.2011-09:21:15;V3_2
21;Accepted-In Progress;08.05.2012-07:52:10;V3_2
21;Completed-Resolved;08.05.2012-07:52:48;V3_2
21;Completed-Closed;15.05.2012-23:22:58;V3_2
22;Accepted-In Progress;03.08.2011-12:17:22;A2_1
22;Accepted-In Progress;03.08.2011-12:17:49;A2_1
22;Queued-Awaiting Assignment;03.08.2011-12:24:10;Dummy
22;Accepted-In Progress;04.08.2011-11:02:25;Dummy
22;Queued-Awaiting Assignment;04.08.2011-12:55:28;A2_1
22;Queued-Awaiting Assignment;04.08.2011-12:55:29;A2_1
22;Accepted-In Progress;04.08.2011-15:05:00;A2_1
22;Accepted-Assigned;04.08.2011-15:05:04;A2_1
22;Accepted-In Progress;05.08.2011-05:36:03;A2_1
22;Queued-Awaiting Assignment;05.08.2011-05:38:54;Dummy
22;Accepted-In Progress;16.08.2011-15:43:52;Dummy
22;Accepted-Wait - Implementation;14.03.2012-15:45:08;Dummy
22;Accepted-In Progress;04.05.2012-07:38:40;Dummy
22;Completed-Resolved;04.05.2012-07:39:19;Dummy
22;Completed-Closed;11.05.2012-23:21:27;Dummy
23;Accepted-In Progress;03.08.2011-11:29:56;A2_1
23;Accepted-In Progress;03.08.2011-11:31:12;A2_1
23;Queued-Awaiting Assignment;03.08.2011-11:41:04;Dummy
23;Accepted-In Progress;04.08.2011-10:55:05;Dummy
23;Queued-Awaiting Assignment;04.08.2011-12:56:55;Dummy
23;Accepted-In Progress;04.08.2011-15:04:01;Dummy
23;Queued-Awaiting Assignment;04.08.2011-15:14:33;A2_1
23;Accepted-In Progress;04.08.2011-15:20:52;A2_1
23;Queued-Awaiting Assignment;04.08.2011-15:26:53;Dummy
23;Accepted-In Progress;16.08.2011-15:43:23;Dummy
23;Accepted-Wait - Implementation;14.03.2012-15:44:27;Dummy
23;Accepted-In Progress;04.05.2012-07:37:15;Dummy
23;Completed-Resolved;04.05.2012-07:38:06;Dummy
23;Completed-Closed;11.05.2012-23:21:27;Dummy
24;Accepted-In Progress;16.08.2011-09:20:48;A2_1
24;Accepted-In Progress;16.08.2011-09:21:07;A2_1
24;Accepted-Wait - User;16.08.2011-09:21:44;A2_1
24;Queued-Awaiting Assignment;16.08.2011-12:40:27;Dummy
24;Queued-Awaiting Assignment;16.08.2011-12:40:28;Dummy
24;Accepted-In Progress;16.08.2011-13:21:08;Dummy
24;Queued-Awaiting Assignment;16.08.2011-13:26:29;A2_1
24;Accepted-In Progress;16.08.2011-13:32:30;A2_1
24;Accepted-Wait - User;16.08.2011-13:35:13;A2_1
24;Queued-Awaiting Assignment;16.08.2011-13:50:48;Dummy
24;Accepted-In Progress;16.08.2011-14:35:43;Dummy
24;Queued-Awaiting Assignment;16.08.2011-14:36:11;A2_1
24;Queued-Awaiting Assignment;16.08.2011-14:36:12;A2_1
24;Accepted-In Progress;16.08.2011-14:39:52;A2_1
24;Accepted-Wait;16.08.2011-14:39:58;A2_1
24;Accepted-Wait - User;17.08.2011-06:17:53;A2_1
24;Queued-Awaiting Assignment;18.08.2011-12:12:11;Dummy
24;Accepted-In Progress;18.08.2011-12:12:15;A2_1
24;Queued-Awaiting Assignment;18.08.2011-12:13:28;Dummy
24;Accepted-In Progress;19.08.2011-10:41:09;Dummy
24;Accepted-Wait;19.08.2011-10:41:15;Dummy
24;Queued-Awaiting Assignment;05.09.2011-10:28:51;Dummy
24;Accepted-In Progress;26.09.2011-15:22:04;Dummy
24;Accepted-Wait - Implementation;14.03.2012-15:46:45;Dummy
24;Accepted-In Progress;04.05.2012-07:39:49;Dummy
24;Completed-Resolved;04.05.2012-07:41:26;Dummy
24;Completed-Closed;11.05.2012-23:21:26;Dummy
25;Accepted-In Progress;19.08.2011-10:09:56;A2_1
25;Accepted-In Progress;19.08.2011-10:11:11;A2_1
25;Queued-Awaiting Assignment;19.08.2011-10:12:40;Dummy
25;Accepted-In Progress;19.08.2011-11:23:13;Dummy
25;Queued-Awaiting Assignment;19.08.2011-11:24:05;A2_1
25;Queued-Awaiting Assignment;19.08.2011-11:24:06;A2_1
25;Accepted-In Progress;19.08.2011-11:58:45;A2_1
25;Accepted-Assigned;19.08.2011-11:58:52;A2_1
25;Accepted-In Progress;19.08.2011-14:04:49;A2_1
25;Accepted-Wait - User;19.08.2011-14:05:46;A2_1
25;Queued-Awaiting Assignment;19.08.2011-14:26:44;Dummy
25;Accepted-In Progress;19.08.2011-15:16:41;Dummy
25;Queued-Awaiting Assignment;19.08.2011-15:17:50;A2_1
25;Accepted-In Progress;19.08.2011-16:17:21;A2_1
25;Queued-Awaiting Assignment;19.08.2011-16:18:24;Dummy
25;Accepted-In Progress;26.09.2011-15:20:30;Dummy
25;Accepted-Wait - Implementation;14.03.2012-15:51:16;Dummy
25;Accepted-In Progress;04.05.2012-07:42:22;Dummy
25;Completed-Resolved;04.05.2012-07:43:01;Dummy
25;Completed-Closed;07.05.2012-23:22:09;Dummy
26;Queued-Awaiting Assignment;22.08.2011-13:54:38;Dummy
26;Queued-Awaiting Assignment;22.08.2011-13:57:40;A2_3
26;Accepted-In Progress;22.08.2011-14:52:00;A2_3
26;Queued-Awaiting Assignment;26.08.2011-14:52:15;V3_2
26;Accepted-In Progress;26.08.2011-14:59:01;V3_2
26;Accepted-Wait - User;26.08.2011-15:12:50;V3_2
26;Accepted-In Progress;26.08.2011-15:40:31;V3_2
26;Queued-Awaiting Assignment;26.08.2011-15:43:11;V3_2
26;Accepted-In Progress;29.08.2011-06:12:35;V3_2
26;Queued-Awaiting Assignment;29.08.2011-06:13:48;V3_2
26;Accepted-In Progress;29.08.2011-12:03:12;V3_2
26;Queued-Awaiting Assignment;29.08.2011-12:04:01;E_5
26;Accepted-In Progress;29.08.2011-12:12:17;E_5
26;Queued-Awaiting Assignment;29.08.2011-12:30:11;V3_2
26;Accepted-In Progress;29.08.2011-12:36:52;V3_2
26;Queued-Awaiting Assignment;29.08.2011-12:38:40;Dummy
26;Accepted-In Progress;29.08.2011-13:13:58;V3_2
26;Queued-Awaiting Assignment;29.08.2011-13:15:20;A2_3
26;Accepted-In Progress;29.08.2011-13:50:12;A2_3
26;Accepted-Wait - User;29.08.2011-14:57:34;A2_3
26;Accepted-Assigned;02.09.2011-19:42:33;A2_3
26;Accepted-In Progress;06.09.2011-13:05:41;A2_3
26;Accepted-Wait - User;25.11.2011-10:35:19;A2_3
26;Accepted-In Progress;03.05.2012-11:42:55;A2_3
26;Completed-Resolved;03.05.2012-11:49:04;A2_3
26;Completed-Closed;10.05.2012-23:26:10;A2_3
27;Accepted-In Progress;31.08.2011-11:10:52;V3_2
27;Accepted-In Progress;31.08.2011-11:11:13;V3_2
27;Accepted-Wait - Implementation;31.08.2011-11:14:00;V3_2
27;Accepted-In Progress;31.08.2011-11:14:02;V3_2
27;Queued-Awaiting Assignment;31.08.2011-11:14:56;E_10
27;Accepted-In Progress;31.08.2011-13:33:56;E_10
27;Accepted-Wait - User;31.08.2011-13:34:23;E_10
27;Queued-Awaiting Assignment;31.08.2011-14:30:18;E_10
27;Accepted-In Progress;31.08.2011-14:34:14;E_10
27;Accepted-Assigned;31.08.2011-14:35:19;E_10
27;Accepted-In Progress;31.08.2011-15:31:21;E_10
27;Accepted-Wait - User;31.08.2011-15:32:07;E_10
27;Accepted-In Progress;09.09.2011-13:44:37;E_10
27;Queued-Awaiting Assignment;09.09.2011-13:54:42;V3_2
27;Accepted-In Progress;10.09.2011-00:28:43;V3_2
27;Queued-Awaiting Assignment;10.09.2011-00:29:32;V3_2
27;Accepted-In Progress;12.09.2011-09:42:34;V3_2
27;Accepted-Assigned;12.09.2011-09:42:42;V3_2
27;Accepted-In Progress;12.09.2011-09:49:51;V3_2
27;Accepted-Wait - User;12.09.2011-09:50:07;V3_2
27;Queued-Awaiting Assignment;13.09.2011-08:25:04;E_10
27;Accepted-In Progress;13.09.2011-08:29:26;E_10
27;Accepted-Assigned;13.09.2011-09:21:35;E_10
27;Accepted-In Progress;13.09.2011-15:37:04;E_10
27;Accepted-Wait;13.09.2011-15:37:11;E_10
27;Accepted-In Progress;21.09.2011-10:06:55;E_10
27;Queued-Awaiting Assignment;21.09.2011-10:08:24;C_6
27;Accepted-In Progress;21.09.2011-11:01:52;C_6
27;Accepted-Wait - User;07.11.2011-11:56:32;C_6
27;Completed-Resolved;15.05.2012-06:07:31;C_6
27;Completed-Closed;22.05.2012-23:22:23;C_6
28;Accepted-In Progress;05.09.2011-13:35:46;A2_1
28;Accepted-In Progress;05.09.2011-13:36:01;A2_1
28;Queued-Awaiting Assignment;05.09.2011-13:43:48;Dummy
28;Accepted-In Progress;05.09.2011-14:05:51;Dummy
28;Queued-Awaiting Assignment;06.09.2011-10:57:51;A2_1
28;Queued-Awaiting Assignment;06.09.2011-10:57:52;A2_1
28;Accepted-In Progress;06.09.2011-11:25:20;A2_1
28;Queued-Awaiting Assignment;06.09.2011-11:27:10;Dummy
28;Accepted-In Progress;16.09.2011-16:01:29;Dummy
28;Accepted-Wait - Implementation;14.03.2012-15:52:15;Dummy
28;Accepted-In Progress;04.05.2012-07:43:33;Dummy
28;Completed-Resolved;04.05.2012-07:46:00;Dummy
28;Completed-Closed;11.05.2012-23:21:25;Dummy
29;Accepted-In Progress;23.09.2011-11:31:56;A2_1
29;Accepted-In Progress;23.09.2011-11:32:04;A2_1
29;Queued-Awaiting Assignment;23.09.2011-11:36:52;Dummy
29;Accepted-In Progress;26.09.2011-09:29:57;Dummy
29;Queued-Awaiting Assignment;27.09.2011-12:39:18;A2_1
29;Accepted-In Progress;27.09.2011-12:39:32;A2_1
29;Queued-Awaiting Assignment;27.09.2011-12:43:00;Dummy
29;Accepted-In Progress;15.10.2011-11:20:36;Dummy
29;Accepted-Wait;15.10.2011-11:20:39;Dummy
29;Queued-Awaiting Assignment;21.10.2011-15:38:43;Dummy
29;Accepted-In Progress;28.10.2011-10:01:53;Dummy
29;Queued-Awaiting Assignment;28.10.2011-10:03:05;A2_1
29;Accepted-In Progress;28.10.2011-10:25:19;A2_1
29;Queued-Awaiting Assignment;28.10.2011-10:27:44;Dummy
29;Accepted-In Progress;03.11.2011-12:32:59;Dummy
29;Accepted-Wait - Implementation;14.03.2012-15:52:37;Dummy
29;Accepted-In Progress;04.05.2012-07:46:45;Dummy
29;Completed-Resolved;04.05.2012-07:47:08;Dummy
29;Completed-Closed;11.05.2012-23:21:25;Dummy
30;Accepted-In Progress;28.09.2011-19:45:00;V3_2
30;Accepted-In Progress;28.09.2011-19:45:12;V3_2
30;Accepted-In Progress;28.09.2011-19:52:49;V3_2
30;Queued-Awaiting Assignment;28.09.2011-19:53:08;A2_2
30;Accepted-In Progress;29.09.2011-08:13:03;A2_2
30;Queued-Awaiting Assignment;29.09.2011-08:15:32;A2_5
30;Accepted-In Progress;03.10.2011-08:47:24;A2_5
30;Completed-Resolved;03.10.2011-08:48:26;A2_5
30;Queued-Awaiting Assignment;03.10.2011-13:55:46;A2_5
30;Accepted-In Progress;27.12.2011-10:05:06;A2_5
30;Queued-Awaiting Assignment;27.12.2011-10:06:02;A2_5
30;Accepted-In Progress;08.05.2012-15:55:54;A2_5
30;Completed-Resolved;08.05.2012-15:56:17;A2_5
30;Completed-Closed;15.05.2012-23:22:55;A2_5
31;Accepted-In Progress;04.10.2011-11:57:50;A2_1
31;Accepted-In Progress;04.10.2011-11:57:58;A2_1
31;Queued-Awaiting Assignment;04.10.2011-12:04:29;Dummy
31;Accepted-In Progress;04.10.2011-12:04:31;Dummy
31;Accepted-Wait;04.10.2011-12:04:34;Dummy
31;Accepted-In Progress;31.10.2011-17:46:54;Dummy
31;Queued-Awaiting Assignment;31.10.2011-17:47:42;Dummy
31;Accepted-In Progress;07.11.2011-09:34:08;Dummy
31;Queued-Awaiting Assignment;07.11.2011-09:35:12;Dummy
31;Accepted-In Progress;07.11.2011-09:59:32;Dummy
31;Queued-Awaiting Assignment;07.11.2011-10:29:27;A2_1
31;Queued-Awaiting Assignment;07.11.2011-10:29:28;A2_1
31;Accepted-In Progress;07.11.2011-10:30:01;A2_1
31;Queued-Awaiting Assignment;07.11.2011-10:33:20;Dummy
31;Accepted-In Progress;21.11.2011-13:19:11;Dummy
31;Accepted-Wait - Implementation;14.03.2012-15:53:35;Dummy
31;Accepted-In Progress;04.05.2012-07:47:40;Dummy
31;Completed-Resolved;04.05.2012-07:48:24;Dummy
31;Completed-Closed;11.05.2012-23:21:24;Dummy
32;Queued-Awaiting Assignment;06.10.2011-07:37:52;Dummy
32;Queued-Awaiting Assignment;06.10.2011-07:49:10;A2_3
32;Accepted-In Progress;06.10.2011-07:58:53;A2_3
32;Accepted-Wait - User;10.10.2011-14:39:42;A2_3
32;Accepted-In Progress;14.10.2011-08:17:05;A2_3
32;Accepted-Wait - User;14.10.2011-15:01:58;A2_3
32;Accepted-In Progress;03.05.2012-12:31:52;A2_3
32;Completed-Resolved;03.05.2012-12:34:54;A2_3
32;Completed-Closed;10.05.2012-23:26:08;A2_3
33;Accepted-In Progress;07.10.2011-12:03:58;A2_1
33;Accepted-In Progress;07.10.2011-12:04:32;A2_1
33;Accepted-Wait - User;07.10.2011-13:02:01;A2_1
33;Accepted-Wait - User;10.10.2011-12:48:18;A2_1
33;Accepted-In Progress;12.10.2011-08:42:06;A2_1
33;Accepted-Wait;12.10.2011-10:05:35;A2_1
33;Accepted-In Progress;07.05.2012-10:23:54;A2_1
33;Completed-In Call;07.05.2012-10:25:36;A2_1
34;Accepted-In Progress;14.10.2011-10:36:56;A2_1
34;Accepted-In Progress;14.10.2011-10:38:36;A2_1
34;Queued-Awaiting Assignment;14.10.2011-10:44:27;Dummy
34;Accepted-In Progress;14.10.2011-15:25:47;Dummy
34;Accepted-Wait - User;19.10.2011-09:03:49;Dummy
34;Accepted-In Progress;20.10.2011-12:54:32;Dummy
34;Accepted-Wait - Implementation;26.10.2011-17:07:08;Dummy
34;Accepted-Wait - User;20.03.2012-13:40:10;Dummy
34;Accepted-In Progress;15.05.2012-09:41:39;Dummy
34;Queued-Awaiting Assignment;15.05.2012-09:42:51;A2_1
34;Accepted-In Progress;15.05.2012-09:47:51;A2_1
34;Completed-Resolved;15.05.2012-09:50:11;A2_1
34;Completed-Closed;15.05.2012-23:22:54;A2_1
35;Accepted-In Progress;24.10.2011-13:43:56;A2_1
35;Accepted-In Progress;24.10.2011-13:44:09;A2_1
35;Accepted-Wait;24.10.2011-13:50:38;A2_1
35;Accepted-Wait;27.10.2011-13:45:16;A2_1
35;Accepted-In Progress;31.10.2011-09:14:40;A2_1
35;Accepted-Wait;31.10.2011-09:17:37;A2_1
35;Accepted-In Progress;05.12.2011-08:01:34;A2_1
35;Accepted-Wait;05.12.2011-08:03:07;A2_1
35;Accepted-In Progress;07.05.2012-09:47:18;A2_1
35;Completed-Resolved;07.05.2012-09:47:27;A2_1
35;Completed-Closed;07.05.2012-09:47:28;A2_1
36;Accepted-In Progress;25.10.2011-07:19:37;A2_1
36;Accepted-In Progress;25.10.2011-07:26:42;A2_1
36;Queued-Awaiting Assignment;25.10.2011-07:42:31;Dummy
36;Accepted-In Progress;25.10.2011-13:11:16;Dummy
36;Queued-Awaiting Assignment;25.10.2011-13:12:09;A2_1
36;Queued-Awaiting Assignment;25.10.2011-13:12:10;A2_1
36;Accepted-In Progress;26.10.2011-05:18:43;A2_1
36;Queued-Awaiting Assignment;26.10.2011-05:21:56;Dummy
36;Accepted-In Progress;03.11.2011-14:17:59;Dummy
36;Accepted-Wait - Implementation;14.03.2012-15:54:01;Dummy
36;Accepted-In Progress;04.05.2012-07:49:09;Dummy
36;Completed-Resolved;04.05.2012-07:49:41;Dummy
36;Completed-Closed;11.05.2012-23:21:23;Dummy
37;Accepted-In Progress;28.10.2011-11:31:29;A2_1
37;Accepted-In Progress;28.10.2011-11:33:25;A2_1
37;Queued-Awaiting Assignment;28.10.2011-11:36:39;A2_1
37;Accepted-In Progress;28.10.2011-11:40:09;A2_1
37;Queued-Awaiting Assignment;28.10.2011-12:02:20;A2_1
37;Queued-Awaiting Assignment;28.10.2011-12:02:21;A2_1
37;Accepted-In Progress;28.10.2011-13:22:37;A2_1
37;Accepted-Wait;28.10.2011-13:28:53;A2_1
37;Accepted-Wait;29.10.2011-11:34:49;A2_1
37;Accepted-In Progress;31.10.2011-08:48:58;A2_1
37;Accepted-Wait;31.10.2011-08:50:36;A2_1
37;Accepted-In Progress;07.05.2012-09:34:49;A2_1
37;Accepted-Wait - Vendor;07.05.2012-09:36:05;A2_1
37;Completed-Resolved;07.05.2012-09:37:17;A2_1
37;Completed-Closed;07.05.2012-09:37:19;A2_1
38;Accepted-In Progress;03.11.2011-07:52:35;Dummy
38;Accepted-In Progress;03.11.2011-07:57:38;Dummy
38;Queued-Awaiting Assignment;03.11.2011-08:04:38;A2_2
38;Accepted-In Progress;03.11.2011-11:51:22;A2_2
38;Accepted-Assigned;03.11.2011-11:51:28;A2_2
38;Accepted-In Progress;03.05.2012-06:16:49;A2_2
38;Accepted-Assigned;03.05.2012-06:16:56;A2_2
38;Accepted-In Progress;03.05.2012-07:15:15;A2_2
38;Completed-Resolved;03.05.2012-07:20:50;A2_2
38;Completed-Closed;10.05.2012-23:26:07;A2_2
39;Accepted-In Progress;07.11.2011-07:01:02;Dummy
39;Accepted-In Progress;07.11.2011-07:01:20;Dummy
39;Accepted-Assigned;07.11.2011-07:07:06;Dummy
39;Accepted-In Progress;07.11.2011-11:47:38;Dummy
39;Queued-Awaiting Assignment;07.11.2011-11:47:58;A2_2
39;Accepted-In Progress;07.11.2011-14:35:12;A2_2
39;Accepted-Assigned;07.11.2011-14:35:19;A2_2
39;Accepted-In Progress;30.11.2011-12:22:51;A2_2
39;Accepted-Wait - User;12.01.2012-08:36:07;A2_2
39;Completed-Resolved;04.05.2012-14:25:22;A2_2
39;Completed-Closed;11.05.2012-23:21:22;A2_2
40;Accepted-In Progress;07.11.2011-10:15:25;A2_1
40;Accepted-In Progress;07.11.2011-10:15:56;A2_1
40;Queued-Awaiting Assignment;07.11.2011-10:20:25;A2_1
40;Accepted-In Progress;07.11.2011-10:30:48;A2_1
40;Queued-Awaiting Assignment;07.11.2011-10:31:26;Dummy
40;Accepted-In Progress;22.11.2011-15:05:19;Dummy
40;Queued-Awaiting Assignment;22.11.2011-15:05:42;A2_1
40;Accepted-In Progress;22.11.2011-15:22:22;A2_1
40;Queued-Awaiting Assignment;22.11.2011-15:22:46;A2_1
40;Accepted-In Progress;23.11.2011-13:27:29;A2_1
40;Accepted-Wait - User;23.11.2011-14:02:37;A2_1
40;Accepted-In Progress;24.11.2011-07:19:24;A2_1
40;Accepted-Wait;24.11.2011-07:23:35;A2_1
40;Accepted-Wait;25.11.2011-15:05:42;A2_1
40;Accepted-In Progress;07.05.2012-09:48:19;A2_1
40;Completed-Resolved;07.05.2012-09:48:36;A2_1
40;Completed-Closed;07.05.2012-23:22:04;A2_1
41;Accepted-In Progress;07.11.2011-16:16:16;A2_1
41;Accepted-In Progress;07.11.2011-16:16:40;A2_1
41;Queued-Awaiting Assignment;07.11.2011-16:20:28;Dummy
41;Accepted-In Progress;08.11.2011-08:42:15;Dummy
41;Queued-Awaiting Assignment;08.11.2011-08:48:33;Dummy
41;Queued-Awaiting Assignment;08.11.2011-08:48:34;A2_1
41;Accepted-In Progress;08.11.2011-08:48:59;A2_1
41;Accepted-Assigned;08.11.2011-08:49:05;A2_1
41;Accepted-In Progress;08.11.2011-09:03:19;A2_1
41;Queued-Awaiting Assignment;08.11.2011-09:06:35;Dummy
41;Accepted-In Progress;18.11.2011-16:25:05;Dummy
41;Accepted-Wait;21.03.2012-08:12:15;Dummy
41;Accepted-In Progress;04.05.2012-07:51:40;Dummy
41;Completed-Resolved;04.05.2012-07:52:09;Dummy
41;Completed-Closed;11.05.2012-23:21:22;Dummy
42;Queued-Awaiting Assignment;11.11.2011-12:45:04;Dummy
42;Queued-Awaiting Assignment;11.11.2011-12:49:29;A2_3
42;Accepted-In Progress;11.11.2011-13:54:03;A2_3
42;Accepted-Wait - User;16.11.2011-08:22:17;A2_3
42;Completed-Resolved;02.05.2012-07:52:57;A2_3
42;Completed-Closed;09.05.2012-23:20:41;A2_3
43;Accepted-In Progress;10.11.2011-14:55:46;V3_2
43;Accepted-In Progress;10.11.2011-14:56:15;V3_2
43;Queued-Awaiting Assignment;10.11.2011-14:57:34;V3_2
43;Accepted-In Progress;12.11.2011-00:46:26;V3_2
43;Queued-Awaiting Assignment;12.11.2011-00:46:33;V3_2
43;Accepted-In Progress;21.11.2011-08:58:34;V3_2
43;Accepted-Wait - User;21.11.2011-09:01:33;V3_2
43;Accepted-In Progress;21.11.2011-09:33:13;V3_2
43;Queued-Awaiting Assignment;21.11.2011-11:24:27;E_10
43;Accepted-In Progress;21.11.2011-11:34:27;E_10
43;Accepted-Assigned;21.11.2011-11:34:48;E_10
43;Accepted-In Progress;21.11.2011-11:52:55;E_10
43;Accepted-Wait;21.11.2011-11:58:49;E_10
43;Queued-Awaiting Assignment;21.11.2011-12:42:39;V3_2
43;Accepted-In Progress;22.11.2011-14:28:09;V3_2
43;Accepted-Assigned;22.11.2011-14:28:17;V3_2
43;Accepted-In Progress;22.11.2011-14:35:40;V3_2
43;Queued-Awaiting Assignment;22.11.2011-14:36:26;V3_2
43;Accepted-In Progress;22.11.2011-14:37:46;V3_2
43;Queued-Awaiting Assignment;22.11.2011-14:39:18;V3_2
43;Accepted-In Progress;22.11.2011-14:50:01;V3_2
43;Accepted-Assigned;22.11.2011-14:50:05;V3_2
43;Accepted-In Progress;24.11.2011-14:07:12;V3_2
43;Queued-Awaiting Assignment;24.11.2011-14:20:45;V3_2
43;Accepted-In Progress;03.05.2012-14:27:55;V3_2
43;Completed-Resolved;03.05.2012-14:28:18;V3_2
43;Completed-Closed;10.05.2012-23:26:07;V3_2
44;Accepted-In Progress;14.11.2011-09:47:32;V3_2
44;Accepted-In Progress;14.11.2011-09:49:35;V3_2
44;Queued-Awaiting Assignment;15.11.2011-02:46:57;A2_4
44;Accepted-In Progress;29.11.2011-15:00:39;A2_4
44;Accepted-Wait - User;29.11.2011-15:04:54;A2_4
44;Completed-Resolved;02.05.2012-20:45:44;A2_4
44;Completed-Closed;09.05.2012-23:20:41;A2_4
45;Accepted-In Progress;17.11.2011-10:39:45;A2_1
45;Accepted-In Progress;17.11.2011-10:40:06;A2_1
45;Queued-Awaiting Assignment;17.11.2011-10:45:24;Dummy
45;Accepted-In Progress;17.11.2011-13:25:11;Dummy
45;Queued-Awaiting Assignment;17.11.2011-13:26:05;A2_1
45;Accepted-In Progress;17.11.2011-15:02:59;A2_1
45;Accepted-Assigned;17.11.2011-15:03:03;A2_1
45;Accepted-In Progress;18.11.2011-06:18:25;A2_1
45;Queued-Awaiting Assignment;18.11.2011-06:21:01;Dummy
45;Accepted-In Progress;18.11.2011-16:24:00;Dummy
45;Accepted-Wait - Implementation;15.03.2012-12:37:33;Dummy
45;Accepted-In Progress;04.05.2012-07:52:31;Dummy
45;Completed-Resolved;04.05.2012-07:53:10;Dummy
45;Completed-Closed;11.05.2012-23:21:22;Dummy
46;Accepted-In Progress;18.11.2011-05:45:58;A2_1
46;Accepted-In Progress;18.11.2011-05:46:23;A2_1
46;Queued-Awaiting Assignment;18.11.2011-06:03:37;Dummy
46;Accepted-In Progress;18.11.2011-06:09:13;A2_1
46;Queued-Awaiting Assignment;18.11.2011-06:10:10;Dummy
46;Accepted-In Progress;18.11.2011-09:35:12;Dummy
